item_hrid,barcode,holdings_level_call_number,item_effective_call_number,item_level_call_number,location_name
it00033144650,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00032763422,3.12066E+14,ML410 .B88 B78,ML410 .B88 B78,ML410 .B88 B78,UM W.E.B. Du Bois General Collections
it00034992201,3.12066E+14,RBR 730-873,RBR 786,RBR 786,UM Special Collections
it00035030554,3.12066E+14,Fraser 943-947,Fraser 944,Fraser 944,UM Special Collections
it00033144651,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00033242049,655623-1680-UMA,ML5 .S89,ML5 .S89,ML5 .S89,UM W.E.B. Du Bois General Collections
it00034994118,3.12066E+14,Vega 135-144,Vega 140,Vega 140,UM Special Collections
it00034985969,3.12066E+14,Winokur 602-669,Winokur 653,Winokur 653,UM Special Collections
it00033111062,3.12066E+14,ML390 .P16,ML390 .P16,ML390 .P16,UM W.E.B. Du Bois General Collections
it00034327125,3.12066E+14,HA201 1880 v.18,HA201 1880 v.18,HA201 1880 v.18,UM W.E.B. Du Bois General Collections
it00035127355,3.12066E+14,SF774.5 .B76 2010,SF774.5 .B76 2010,SF774.5 .B76 2010,UM Mt. Ida Regular Collection
it00034992251,3.12066E+14,RBR 730-873,RBR 853,RBR 853,UM Special Collections
it00035016761,3.12066E+14,MS 369 Box 3:80-Box 4:99,MS 369 Box 4:95,MS 369 Box 4:95,UM Special Collections Archival
it00034977023,3.12066E+14,Winokur 424-426,Winokur 426,Winokur 426,UM Special Collections
it00032743583,3.12066E+14,NX447 .W6 1958,NX447 .W6 1958,NX447 .W6 1958,UM W.E.B. Du Bois General Collections
it00033335137,3.12066E+14,RBR 1958-1960,RBR 1960,RBR 1960,UM Special Collections
it00034933507,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00032925652,3.12066E+14,RBR 1903-1939,RBR 1932,RBR 1932,UM Special Collections
it00034985957,3.12066E+14,Winokur 602-669,Winokur 626,Winokur 626,UM Special Collections
it00035086595,3.12066E+14,"NEYM 244, 896-900",NEYM 897,NEYM 897,UM Special Collections
it00034985973,3.12066E+14,Winokur 602-669,Winokur 630,Winokur 630,UM Special Collections
it00035044654,3.12066E+14,Savas 1744-1852,Savas 1761,Savas 1761,UM Special Collections
it00035023093,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:284,MS 369 Box 6:284,UM Special Collections Archival
it00035157739,653982-3580-UMA,ML5 .I55,ML5 .I55,ML5 .I55,UM W.E.B. Du Bois Periodicals
it00032686179,3.12066E+14,NX180.M3 L96 1985,NX180.M3 L96 1985,NX180.M3 L96 1985,UM W.E.B. Du Bois General Collections
it00033682821,3.12066E+14,NA9031 .C5,NA9031 .C5,NA9031 .C5,UM W.E.B. Du Bois General Collections
it00034933513,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034986850,3.12066E+14,Winokur 387-401,Winokur 392,Winokur 392,UM Special Collections
it00035073284,3.12066E+14,NEA 614-630,NEA 616,NEA 616,UM Special Collections
it00034999055,3.12066E+14,Savas 1501-1638,Savas 1566,Savas 1566,UM Special Collections
it00035007414,3.12066E+14,12151,12151,12151,UM Music Media CD
it00035056253,3.12066E+14,Fraser 478-482,Fraser 481,Fraser 481,UM Special Collections
it00034985542,3.12066E+14,Parker 47-48,Parker 47,Parker 47,UM Special Collections
it00034171482,3.12066E+14,MT265 .W82 op. 45 B5,MT265 .W82 op. 45 B5,MT265 .W82 op. 45 B5,UM W.E.B. Du Bois General Collections
it00032896832,3.12066E+14,RBR 578-595,RBR 582,RBR 582,UM Special Collections
it00034926088,3.12066E+14,HA201 1940 v.58-61,HA201 1940 v.61,HA201 1940 v.61,UM W.E.B. Du Bois General Collections
it00033356451,3.12066E+14,RBR 1964-2038,RBR 2016,RBR 2016,UM Special Collections
it00035096676,3.12066E+14,"NEYM 956, 996-1045",NEYM 1042,NEYM 1042,UM Special Collections
it00034292187,3.12066E+14,HA201 1900 v.12-15,HA201 1900 v.12,HA201 1900 v.12,UM W.E.B. Du Bois General Collections
it00035096774,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 995,NEYM 995,UM Special Collections
it00032857785,3.12066E+14,NK976.L5 C33 1967,NK976.L5 C33 1967,NK976.L5 C33 1967,UM W.E.B. Du Bois General Collections
it00035044720,3.12066E+14,Savas 1744-1852,Savas 1833,Savas 1833,UM Special Collections
it00034406303,1495159-20-UMA,SB471 .P95 1834,SB471 .P95 1834,SB471 .P95 1834,UM Special Collections
it00034939020,3.12066E+14,RBR 658-661,RBR 659,RBR 659,UM Special Collections
it00035060793,3.12066E+14,NEA 481-503,NEA 501,NEA 501,UM Special Collections
it00033603339,3.12066E+14,MT92.W16 H6 1965,MT92.W16 H6 1965,MT92.W16 H6 1965,UM W.E.B. Du Bois General Collections
it00035056247,3.12066E+14,Fraser 478-482,Fraser 480,Fraser 480,UM Special Collections
it00033827250,3.12066E+14,SB433.5 .H8,SB433.5 .H8,SB433.5 .H8,UM W.E.B. Du Bois General Collections
it00035044666,3.12066E+14,Savas 1744-1852,Savas 1767,Savas 1767,UM Special Collections
it00034462762,3.12066E+14,2758,2758,2758,UM Music Media CD
it00035044716,3.12066E+14,Savas 1744-1852,Savas 1807,Savas 1807,UM Special Collections
it00034011505,3.12066E+14,HA201 1990m v.295B sec.1-2,HA201 1990m v.295B sec.1,HA201 1990m v.295B sec.1,UM W.E.B. Du Bois General Collections
it00035013871,3.12066E+14,MS 369 Box 1:1,MS 369 Box 1:1,MS 369 Box 1:1,UM Special Collections Archival
it00032518859,3.12066E+14,RBR 1638-1640,RBR 1638,RBR 1638,UM Special Collections
it00034994647,3.12066E+14,RBR 874-982,RBR 878,RBR 878,UM Special Collections
it00034788910,3.12066E+14,NE1860.A2 U52,NE1860.A2 U52,NE1860.A2 U52,UM W.E.B. Du Bois General Collections
it00034932626,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035035700,3.12066E+14,Fraser 1224-1233,Fraser 1225,Fraser 1225,UM Special Collections
it00034999046,3.12066E+14,Savas 1501-1638,Savas 1576,Savas 1576,UM Special Collections
it00032808575,3.12066E+14,DG737 .B5 v.19 etc,DG737 .B5 v.24,DG737 .B5 v.24,UM W.E.B. Du Bois General Collections
it00034191863,3.12066E+14,RBR 1616-1621,RBR 1618,RBR 1618,UM Special Collections
it00034929860,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.64,HA201 1960 v.64,UM W.E.B. Du Bois General Collections
it00035044614,3.12066E+14,Savas 1672-1743,Savas 1733,Savas 1733,UM Special Collections
it00033356440,3.12066E+14,RBR 1964-2038,RBR 2004,RBR 2004,UM Special Collections
it00035166132,638250-2650-UMA,N3 .K92,N3 .K92,N3 .K92,UM W.E.B. Du Bois Periodicals
it00034986847,3.12066E+14,Winokur 387-401,Winokur 400,Winokur 400,UM Special Collections
it00033996396,3.12066E+14,TR6.A67 S24a,TR6.A67 S24a,TR6.A67 S24a,UM W.E.B. Du Bois General Collections
it00033173974,3.12066E+14,NA1 .A69,NA1 .A69,NA1 .A69,UM W.E.B. Du Bois General Collections
it00034984995,3.12066E+14,Winokur 466-492,Winokur 481,Winokur 481,UM Special Collections
it00034994702,3.12066E+14,RBR 874-982,RBR 939,RBR 939,UM Special Collections
it00034994705,3.12066E+14,RBR 874-982,RBR 918,RBR 918,UM Special Collections
it00034994635,3.12066E+14,RBR 874-982,RBR 981,RBR 981,UM Special Collections
it00034932461,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034176064,3.12066E+14,QH35 .N3,QH35 .N3,QH35 .N3,UM W.E.B. Du Bois General Collections
it00032835147,3.12066E+14,NA737.W7 A48 1960a,NA737.W7 A48 1960a,NA737.W7 A48 1960a,UM W.E.B. Du Bois General Collections
it00035021571,3.12066E+14,HA201 1990m v.132B sec.1-2,HA201 1990m v.132B sec.2,HA201 1990m v.132B sec.2,UM W.E.B. Du Bois General Collections
it00033550381,3.12066E+14,ML410.M97 T37 1993,ML410.M97 T37 1993,ML410.M97 T37 1993,UM W.E.B. Du Bois General Collections
it00033356433,3.12066E+14,RBR 1964-2038,RBR 2007,RBR 2007,UM Special Collections
it00033415483,3.12066E+14,NA9108 .L9,NA9108 .L9,NA9108 .L9,UM W.E.B. Du Bois General Collections
it00033462731,3.12066E+14,RBR 1209-1214,RBR 1214,RBR 1214,UM Special Collections
it00035023034,3.12066E+14,MS 369 Box 1:23-Box 2:42,MS 369 Box 1:37,MS 369 Box 1:37,UM Special Collections Archival
it00034011296,3.12066E+14,HA201 1990v v.6 sec.1-2,HA201 1990v v.6 sec.1,HA201 1990v v.6 sec.1,UM W.E.B. Du Bois General Collections
it00034934208,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00033998180,3.12066E+14,HA201 1990m v.301A sec.1-2,HA201 1990m v.301A sec.1,HA201 1990m v.301A sec.1,UM W.E.B. Du Bois General Collections
it00033356408,3.12066E+14,RBR 1964-2038,RBR 1967,RBR 1967,UM Special Collections
it00034011513,3.12066E+14,HA201 1990m v.295B sec.1-2,HA201 1990m v.295B sec.2,HA201 1990m v.295B sec.2,UM W.E.B. Du Bois General Collections
it00035048119,1146134-20-UMA,"77 S 521-21, 77 S 541-11",77 S 541-11,77 S 541-11,UM Media STORAGE
it00033023475,3.12066E+14,NX180.S6 N5,NX180.S6 N5,NX180.S6 N5,UM W.E.B. Du Bois General Collections
it00033848560,3.12066E+14,ML3797 .M5,ML3797 .M5,ML3797 .M5,UM W.E.B. Du Bois General Collections
it00034292205,3.12066E+14,HA201 1900 v.7-10,HA201 1900 v.8,HA201 1900 v.8,UM W.E.B. Du Bois General Collections
it00035038957,3.12066E+14,RBR 1821-1892,RBR 1843,RBR 1843,UM Special Collections
it00034517871,3.12066E+14,RBR 1529-1536,RBR 1533,RBR 1533,UM Special Collections
it00033831194,3.12066E+14,NA9108 .T82,NA9108 .T82,NA9108 .T82,UM W.E.B. Du Bois General Collections
it00035044696,3.12066E+14,Savas 1744-1852,Savas 1804,Savas 1804,UM Special Collections
it00034283557,3.12066E+14,HA201 1890 v.31-32,HA201 1890 v.31,HA201 1890 v.31,UM W.E.B. Du Bois General Collections
it00033454238,3.12066E+14,NX600.D3 A54 1980,NX600.D3 A54 1980,NX600.D3 A54 1980,UM W.E.B. Du Bois General Collections
it00035035944,3.12066E+14,Fraser 1300-1303,Fraser 1303,Fraser 1303,UM Special Collections
it00033998298,3.12066E+14,HA201 1990m v.6 sec.1-2,HA201 1990m v.6 sec.2,HA201 1990m v.6 sec.2,UM W.E.B. Du Bois General Collections
it00035167442,629082-2250-UMA,NX572 .A75,NX572 .A75,NX572 .A75,UM W.E.B. Du Bois General Collections
it00033225212,3.12066E+14,ML410.M5 M6,ML410.M5 M6,ML410.M5 M6,UM W.E.B. Du Bois General Collections
it00034995351,3.12066E+14,Savas 1249-1260,Savas 1249,Savas 1249,UM Special Collections
it00034890696,3.12066E+14,RBR 100-124,RBR 123,RBR 123,UM Special Collections
it00032703267,3.12066E+14,ML410 .S4 S35,ML410 .S4 S35,ML410 .S4 S35,UM W.E.B. Du Bois General Collections
it00033638914,3.12066E+14,TR465 .T55,TR465 .T55,TR465 .T55,UM W.E.B. Du Bois General Collections
it00035075960,3.12066E+14,NEA 535-539,NEA 535,NEA 535,UM Special Collections
it00034933553,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00033330285,3.12066E+14,TN690.D565 1976,TN690.D565  1976,TN690.D565  1976,UM Science & Engineering Library
it00033456483,3.12066E+14,MT50 .M84,MT50 .M84,MT50 .M84,UM W.E.B. Du Bois General Collections
it00035096716,3.12066E+14,"NEYM 956-962, 996, 1046-1075",NEYM 1051,NEYM 1051,UM Special Collections
it00034982643,3.12066E+14,Winokur 673-674,Winokur 673,Winokur 673,UM Special Collections
it00035095479,3.12066E+14,NEYM Pam 107-Pam 108,NEYM Pam 108,NEYM Pam 108,UM Special Collections
it00034917730,3.12066E+14,RBR 341-346,RBR 345,RBR 345,UM Special Collections
it00034984096,3.12066E+14,Winokur 497-503,Winokur 503,Winokur 503,UM Special Collections
it00034932435,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00033457272,3.12066E+14,MT125 .O65 1972,MT125 .O65 1972,MT125 .O65 1972,UM W.E.B. Du Bois General Collections
it00034932608,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034999103,3.12066E+14,Savas 1501-1638,Savas 1626,Savas 1626,UM Special Collections
it00033377774,3.12066E+14,N1915 .A3,N1915 .A3,N1915 .A3,UM W.E.B. Du Bois General Collections
it00035096766,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 985,NEYM 985,UM Special Collections
it00034985967,3.12066E+14,Winokur 602-669,Winokur 618,Winokur 618,UM Special Collections
it00034927346,3.12066E+14,HA201 1950 v.4-7,HA201 1950 v.7,HA201 1950 v.7,UM W.E.B. Du Bois General Collections
it00032791035,3.12066E+14,ML3506 .J67 1981,ML3506 .J67 1981,ML3506 .J67 1981,UM W.E.B. Du Bois General Collections
it00034933539,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034999118,3.12066E+14,Savas 1501-1638,Savas 1637,Savas 1637,UM Special Collections
it00035162730,1261379-270-UMA,JC571 U48a,80 H 382-4,80 H 382-4,UM Media STORAGE
it00035044584,3.12066E+14,Savas 1672-1743,Savas 1689,Savas 1689,UM Special Collections
it00035100080,3.12066E+14,NEYM 1155-1195,NEYM 1173,NEYM 1173,UM Special Collections
it00033258454,3.12066E+14,MT4.N5 J85,MT4.N5 J85,MT4.N5 J85,UM W.E.B. Du Bois General Collections
it00032670314,3.12066E+14,RBR 1349-1361,RBR 1351,RBR 1351,UM Special Collections
it00033348277,3.12066E+14,RBR 2043-2054,RBR 2054,RBR 2054,UM Special Collections
it00034199150,3.12066E+14,MASS. PS 12.2:D 62/,MASS.  PS 12.2:D 62/,MASS.  PS 12.2:D 62/,UM Massachusetts Government Documents
it00035011523,3.12066E+14,Savas 225-228,Savas 226,Savas 226,UM Special Collections
it00034992186,3.12066E+14,RBR 730-873,RBR 769,RBR 769,UM Special Collections
it00034982214,3.12066E+14,Brinley 17-18,Brinley 17,Brinley 17,UM Special Collections
it00034933488,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035016763,3.12066E+14,MS 369 Box 3:80-Box 4:99,MS 369 Box 4:99,MS 369 Box 4:99,UM Special Collections Archival
it00033249549,3.12066E+14,NA2610 .K3,NA2610 .K3,NA2610 .K3,UM W.E.B. Du Bois General Collections
it00035096180,3.12066E+14,"NEYM 956, 996-1045",NEYM 1002,NEYM 1002,UM Special Collections
it00032959506,3.12066E+14,RBR 1227-1228,RBR 1227,RBR 1227,UM Special Collections
it00034191780,3.12066E+14,737,737,737,UM Music Media CD
it00032786435,3.12066E+14,RBR 1416-1417,RBR 1416,RBR 1416,UM Special Collections
it00034526754,3.12066E+14,RBR 1596-1605,RBR 1603,RBR 1603,UM Special Collections
it00033442847,3.12066E+14,ML410.R12 B47,ML410.R12 B47,ML410.R12 B47,UM W.E.B. Du Bois General Collections
it00033985539,3.12066E+14,HA201 1990m v.2 sec.1-2,HA201 1990m v.2 sec.2,HA201 1990m v.2 sec.2,UM W.E.B. Du Bois General Collections
it00034991265,3.12066E+14,RBR 730-873,RBR 742,RBR 742,UM Special Collections
it00034339712,3.12066E+14,ML3817 .S83 v. 7,ML3817 .S83 v. 7,ML3817 .S83 v. 7,UM W.E.B. Du Bois General Collections
it00033603223,3.12066E+14,MT35 .D65,MT35 .D65,MT35 .D65,UM W.E.B. Du Bois General Collections
it00034985961,3.12066E+14,Winokur 602-669,Winokur 627,Winokur 627,UM Special Collections
it00033284971,3.12066E+14,TR510 .E83,TR510 .E83,TR510 .E83,UM W.E.B. Du Bois General Collections
it00034932517,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035044706,3.12066E+14,Savas 1744-1852,Savas 1813,Savas 1813,UM Special Collections
it00034002636,3.12066E+14,HA201 1990m v.215B sec.1-7,HA201 1990m v.215B sec.5,HA201 1990m v.215B sec.5,UM W.E.B. Du Bois General Collections
it00034929793,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.10,HA201 1960 v.10,UM W.E.B. Du Bois General Collections
it00035044681,3.12066E+14,Savas 1744-1852,Savas 1786,Savas 1786,UM Special Collections
it00034890625,3.12066E+14,RBR 100-124,RBR 101,RBR 101,UM Special Collections
it00032748698,329755-1070-UMA,NA9000 .U7,NA9000 .U7,NA9000 .U7,UM W.E.B. Du Bois General Collections
it00033998203,3.12066E+14,HA201 1990m v.38 sec.1-2,HA201 1990m v.38 sec.1,HA201 1990m v.38 sec.1,UM W.E.B. Du Bois General Collections
it00035049615,3.12066E+14,Fraser 602-619,Fraser 607,Fraser 607,UM Special Collections
it00033111058,3.12066E+14,ML390 .P16,ML390 .P16,ML390 .P16,UM W.E.B. Du Bois General Collections
it00035157843,3.12066E+14,ML1 .L57,ML1 .L57,ML1 .L57,UM W.E.B. Du Bois General Collections
it00035015029,3.12066E+14,MS 369 Box 1:2-Box 1:22,MS 369 Box 1:2,MS 369 Box 1:2,UM Special Collections Archival
it00033135919,3.12066E+14,ML178 .S3,ML178 .S3,ML178 .S3,UM W.E.B. Du Bois General Collections
it00034986866,3.12066E+14,Winokur 387-401,Winokur 399,Winokur 399,UM Special Collections
it00035157451,633993-3120-UMA,ML1 .C66,ML1 .C66,ML1 .C66,UM W.E.B. Du Bois Periodicals
it00032701318,3.12066E+14,NK1125 .A25,NK1125 .A25,NK1125 .A25,UM W.E.B. Du Bois General Collections
it00035160829,3.12066E+14,NA1 .A326,NA1 .A326,NA1 .A326,UM W.E.B. Du Bois Periodicals
it00033607485,3.12066E+14,ML410.B26 B3,ML410.B26 B3,ML410.B26 B3,UM W.E.B. Du Bois General Collections
it00034866444,3.12066E+14,RBR 14-27,RBR 22,RBR 22,UM Special Collections
it00035050824,3.12066E+14,Savas 1667-1671,Savas 1667,Savas 1667,UM Special Collections
it00034988582,3.12066E+14,"NEA 249-253, 435-461",NEA 249,NEA 249,UM Special Collections
it00034985030,3.12066E+14,Winokur 548-601,Winokur 572,Winokur 572,UM Special Collections
it00034992219,3.12066E+14,RBR 730-873,RBR 801,RBR 801,UM Special Collections
it00035012619,3.12066E+14,Gittings 300-325,Gittings 311,Gittings 311,UM Special Collections
it00033078126,3.12066E+14,"AS182 .M232 1972, Nr. 1","AS182 .M232 1972, Nr. 1-14","AS182 .M232 1972, Nr. 1-14",UM W.E.B. Du Bois General Collections
it00033104438,3.12066E+14,ML3797.1 .M875,ML3797.1 .M875,ML3797.1 .M875,UM W.E.B. Du Bois General Collections
it00034758760,3.12066E+14,E184.7 .N68 2006,E184.7 .N68 2006,E184.7 .N68 2006,UM W.E.B. Du Bois General Collections
it00035160767,624989-3040-UMA,TR845 .A55,TR845 .A55,TR845 .A55,UM W.E.B. Du Bois General Collections
it00032930044,3.12066E+14,MT58 .G75 1979,MT58 .G75 1979,MT58 .G75 1979,UM W.E.B. Du Bois General Collections
it00035044671,3.12066E+14,Savas 1744-1852,Savas 1772,Savas 1772,UM Special Collections
it00034933651,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.13,HA201 1970 v.13,UM W.E.B. Du Bois General Collections
it00035100082,3.12066E+14,NEYM 1155-1195,NEYM 1172,NEYM 1172,UM Special Collections
it00032930584,3.12066E+14,ML410 H22,ML410 H22,ML410 H22,UM W.E.B. Du Bois General Collections
it00034929822,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.16,HA201 1960 v.16,UM W.E.B. Du Bois General Collections
it00035096784,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1077,NEYM 1077,UM Special Collections
it00033465731,3.12066E+14,MT820 .K3,MT820 .K3,MT820 .K3,UM W.E.B. Du Bois General Collections
it00033056226,3.12066E+14,"DK4020 .E45 v. 30, etc",DK4020 .E45 v. 45,DK4020 .E45 v. 45,UM W.E.B. Du Bois General Collections
it00034987759,3.12066E+14,Winokur 421-423,Winokur 423,Winokur 423,UM Special Collections
it00034984366,3.12066E+14,NEA 256-258,NEA 258,NEA 258,UM Special Collections
it00035035487,3.12066E+14,RBR 1422-1442,RBR 1422,RBR 1422,UM Special Collections
it00035023159,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 8:344,MS 369 Box 8:344,UM Special Collections Archival
it00033387712,3.12066E+14,"DT57 .C23 v.2, etc",DT57 .C23 v.7,DT57 .C23 v.7,UM W.E.B. Du Bois General Collections
it00033015661,3.12066E+14,RBR 1961-1962,RBR 1962,RBR 1962,UM Special Collections
it00032975119,3.12066E+14,RBR 1655-1661,RBR 1656,RBR 1656,UM Special Collections
it00034522405,3.12066E+14,RBR 1690-1691,RBR 1690,RBR 1690,UM Special Collections
it00034994693,3.12066E+14,RBR 874-982,RBR 936,RBR 936,UM Special Collections
it00032807150,3.12066E+14,RBR 1572-1575,RBR 1572,RBR 1572,UM Special Collections
it00035160870,625415-5790-UMA,NA1 .A6,NA1 .A6,NA1 .A6,UM W.E.B. Du Bois Periodicals
it00033972124,3.12066E+14,HA201 1990b v.6 sec.1-3,HA201 1990b v.6 sec.2,HA201 1990b v.6 sec.2,UM W.E.B. Du Bois General Collections
it00035008388,3.12066E+14,MS 369 Box 2:57-Box 3:76,MS 369 Box 3:72,MS 369 Box 3:72,UM Special Collections Archival
it00035100076,3.12066E+14,NEYM 1155-1195,NEYM 1163,NEYM 1163,UM Special Collections
it00034877099,3.12066E+14,RPL 1-6,RPL 2,RPL 2,UM Special Collections
it00033335619,3.12066E+14,NA3 .Z5,NA3 .Z5,NA3 .Z5,UM W.E.B. Du Bois General Collections
it00035023242,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 10:435,MS 369 Box 10:435,UM Special Collections Archival
it00034931032,3.12066E+14,PN1997 .Z668 2003,PN1997 .Z668 2003,PN1997 .Z668 2003,UM Media DVD
it00032675377,3.12066E+14,NK1700 .C65,NK1700 .C65,NK1700 .C65,UM W.E.B. Du Bois General Collections
it00034932504,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035070584,3.12066E+14,"NEYM 34, 1226",NEYM 34,NEYM 34,UM Special Collections
it00035162256,3.12066E+14,N2 .O28,N2 .O28,N2 .O28,UM W.E.B. Du Bois General Collections
it00034788250,3.12066E+14,ML156.2 .C562,ML156.2 .C562,ML156.2 .C562,UM W.E.B. Du Bois General Collections
it00034136728,3.12066E+14,HA201 1980 v.1 pt.45 ch.C sec.1-2,HA201 1980 v.1 pt.45 ch.C sec.1,HA201 1980 v.1 pt.45 ch.C sec.1,UM W.E.B. Du Bois General Collections
it00035039186,3.12066E+14,RBR 1821-1892,RBR 1883,RBR 1883,UM Special Collections
it00034998997,3.12066E+14,Savas 1501-1638,Savas 1507,Savas 1507,UM Special Collections
it00035106348,3.12066E+14,PL1129.E5 I683 2009,PL1129.E5 I683 2009,PL1129.E5 I683 2009,UM W.E.B. Du Bois General Collections
